agent,domain,version,prompt_category,link,params_tying,learning_rate,lr_subdir,spec_hash,short_spec_hash,group_hash,short_group_hash,loocv_r2,cv_r2,r2_task,rmse_task,mae,aic,bic,loocv_rmse,loocv_mae,b,m1,m2,pC1,pC2
gpt-5-v_low-r_medium,all,2,numeric,noisy_or,3,,lr0p1,cae5b92a17e17e4532a74aa9467c6350515c45a2cd2a517b0b7b68b55c67ea29,cae5b92a17e1,a449c415846606b1f9b6b851677f56cb2ac14a96ec22e7dc260a71147b8ec11e,a449c4158466,0.9459683321377733,0.9459683321377733,0.9741736728562238,0.056055222924437854,0.07472455501556396,-1162.4996052106105,-1152.0576884405846,0.08107910515742624,,0.030567852780222893,0.8833486437797546,0.8833486437797546,0.4465901851654053,0.4465901851654053
claude-opus-4-1-20250805,all,2,numeric,noisy_or,3,,lr0p1,2eadcb0afcb7d2c5bd39298c4155fa2030682081f2a4acaddedc0ab2eb3c2e04,2eadcb0afcb7,2566dd8a5272ee0d69edde25043ae7340c5633f0102f34bd533a3dde040f934f,2566dd8a5272,0.9372344623648342,0.9372344623648342,0.9636097919248606,0.05098043969467846,0.09591592848300934,-947.3689588269533,-937.0287467119543,0.06695329177102462,,0.1878134161233902,0.7443892955780029,0.7443892955780029,0.45993125438690186,0.45993125438690186
humans,all,2,single_numeric_response,noisy_or,3,,lr0p1,781b5bd7f78cb0cb4c7909da169c45853d8c3e53332799bae4ec741045802410,781b5bd7f78c,a5b82b921bff40bea3e37d66392284189620c4fd9ac1f43cf64ddeb6e0ee224e,a5b82b921bff,0.9367282790284647,0.9367282790284647,0.9592302008950269,0.045312004088577794,0.09083688259124756,-1053.4862997199878,-1043.0443829499618,0.05644803245092447,,0.23899328708648682,0.6302173137664795,0.6302173137664795,0.5285488367080688,0.5285488367080688
claude-opus-4-20250514,all,2,numeric,noisy_or,3,,lr0p1,4f01aed2fa5db78368bd585437da8e58c2cea98a1d6fc8df1fb3a788d4ead017,4f01aed2fa5d,790a982239f93183531c55aa496822b29847e25273feaf38ef8f5c094ff352a1,790a982239f9,0.9356259426060476,0.9356259426060476,0.9612201461755818,0.05200188407973711,0.08951282501220703,-991.0291157477903,-980.5871989777644,0.06699948067407746,,0.20983703434467316,0.7370140552520752,0.7370140552520752,0.4746811091899872,0.4746811091899872
o3,all,2,numeric,noisy_or,3,,lr0p1,c9b300b2ae82c408d0ff6554df400c1f15a8369b97c506356460118e98de244b,c9b300b2ae82,80b15043288ed50c5e4ce9c22b25ce4263f2e7749e3b2a8ff0f05564509c61d6,80b15043288e,0.9351235092749519,0.9351235092749519,0.9679670286771728,0.05569465005138832,0.07638759166002274,-1152.595337550587,-1142.153420780561,0.07926081653586525,,0.10700646042823792,0.8417049050331116,0.8417049050331116,0.44316989183425903,0.44316989183425903
gpt-5-mini-v_low-r_medium,all,2,numeric,noisy_or,3,,lr0p1,3ec7edf38be415fe5612f40abb0a5d491d20e08fbcb0af628c17445fe15b73ac,3ec7edf38be4,73e29df9bd2af78345021d96b49988945db400b5648a1a166c0d2b0e371bfec1,73e29df9bd2a,0.9301315297276866,0.9301315297276866,0.9664682865762907,0.05961196245157822,0.07964492589235306,-1122.7031486757464,-1112.2612319057205,0.08604906658295186,,0.052554596215486526,0.8367263078689575,0.8367263078689575,0.4147591292858124,0.4147591292858124
gpt-5-mini-v_low-r_high,all,2,numeric,noisy_or,3,,lr0p1,97a60a1855ee83cc98ff7de0d7d2228ab0546d12960f8c7e5e124a9cdef1718e,97a60a1855ee,3ba6d924a9444c33cfec6e97b521ede98abdb2a518673cd8593bdc08650f8c48,3ba6d924a944,0.9186482269119423,0.9186482269119423,0.9581286496078658,0.06884520433640341,0.0857713595032692,-1093.0109793692116,-1082.5690625991856,0.09596187410087403,,0.04186854138970375,0.8556994199752808,0.8556994199752808,0.4201670289039612,0.4201670289039612
gpt-5-mini-v_low-r_low,all,2,numeric,noisy_or,3,,lr0p1,1823aff22a133f479fb8608897a7fe631fbeffdb94b2aa1ddde5983498452f1a,1823aff22a13,936e59c506e44e2c4401220435e0804d658fd0b74b8a1c95c4804e69a82c9854,936e59c506e4,0.9156594986885543,0.9156594986885543,0.9574959557776933,0.06664950194572257,0.08334876596927643,-1106.755289355375,-1096.313372585349,0.09388579109710608,,0.08008026331663132,0.8479217886924744,0.8479217886924744,0.40131157636642456,0.40131157636642456
claude-sonnet-4-20250514,all,2,numeric,noisy_or,3,,lr0p1,560818f2fe9738c9f830c28dd911679977b4f43bcb680ecde30ecac324e57621,560818f2fe97,59a8210aad1f51d350a20723cd0b0c119be973bd63fd6af8503ae47bb164a1c2,59a8210aad1f,0.9023869387551738,0.9023869387551738,0.945001183062927,0.07761607361733186,0.08754254132509232,-1088.2989380684514,-1077.8570212984255,0.10340200544942052,,0.10294429957866669,0.8522472381591797,0.8522472381591797,0.45824432373046875,0.45824432373046875
gpt-4.1-mini,all,2,numeric,noisy_or,3,,lr0p1,244e57fbe2189d7be9e5c53cdf8eeab12daf801800498485dabe6ec64b6ce5aa,244e57fbe218,89f502aa64420466949ab7ba67a8df9d52e7eba60cfe7b79f7617a23e05e93f5,89f502aa6442,0.8795171717345419,0.8795171717345419,0.9471363564130881,0.08233142630244457,0.12173455208539963,-824.3997752541507,-813.9578584841247,0.12429385828163911,,0.02387959696352482,0.8592252731323242,0.8592252731323242,0.3839605748653412,0.3839605748653412
gemini-1.5-pro,all,2,numeric,noisy_or,3,,lr0p1,2dd0ed4992730f6ffb784b52632642dfd22365838d501e25d234ab7a89c42b59,2dd0ed499273,36da0a3d482e5b609959a89db2b65e195edf7491648ec98d80dbb6f4d2c3c984,36da0a3d482e,0.8760186846484457,0.8760186846484457,0.9046284397096431,0.09163645716541242,0.1473071575164795,-792.2792923565498,-781.8373755865239,0.10303957609764627,,0.22766061127185822,0.7977766394615173,0.7977766394615173,0.5505115389823914,0.5505115389823914
gpt-5-v_low-r_minimal,all,2,numeric,noisy_or,3,,lr0p1,35219558b50e6db798dc231f33189e472bb9e399d0ec89c9a979fe95dc08930b,35219558b50e,6ea877f09bd2dd9b39d0fe3be1991ac7ecfea114387ff5216a142cf586e28c22,6ea877f09bd2,0.8478411177013135,0.8478411177013135,0.9396532083679991,0.07568317268587438,0.120058573782444,-923.681137443383,-913.2392206733571,0.12017687082036824,,0.17298680543899536,0.8000521063804626,0.8000521063804626,0.43668636679649353,0.43668636679649353
claude-3-sonnet-20240229,all,2,numeric,noisy_or,3,,lr0p1,7365c00a3d078574cd6ad2b3899ca09a39c424fc4536ecb7bff133e466915018,7365c00a3d07,4e22931e4f1d41ebc0bea3d08a10c83bc8b8f91f7c759e426d94cc1f74608460,4e22931e4f1d,0.8355039181559009,0.8355039181559009,0.9151463275354998,0.05851521178992229,0.1358615905046463,-856.8971801113818,-846.4552633413558,0.08147253669662424,,0.34845811128616333,0.6170222163200378,0.6170222163200378,0.5931065082550049,0.5931065082550049
claude-3-5-haiku-20241022,all,2,numeric,noisy_or,4,,lr0p1,a2c98c8d0984171875ba8da82dfea47c035f98dde6091dbfb3c5bf02adac5cf8,a2c98c8d0984,bfa1b36833e9fb395024c7f84d9fd4528a901954dcd1a7e4fc395a4a495cc4b1,bfa1b36833e9,0.6937976254502289,0.6937976254502289,0.938001593499022,0.0555069921953248,0.120636485517025,-850.2462683476624,-836.3237126542945,0.12335640608089626,,0.15706969797611237,0.2749112844467163,0.7661760449409485,0.47362852096557617,0.47362852096557617
gpt-4,all,2,numeric,noisy_or,4,,lr0p1,07823b79ffe063c403dd6054808884b645c6a694918bc8391ba456e05920fcbb,07823b79ffe0,d07cbd47a3a59c1989d30153eb145267e73230891ba1b74a4f532d2dc9a5caf0,d07cbd47a3a5,0.6321377521639777,0.6321377521639777,0.9166277486719839,0.06885562432630746,0.06479217857122421,-975.3290764602997,-961.4065207669317,0.14463428936090653,,0.0046753608621656895,0.12732024490833282,0.9027263522148132,0.4917765259742737,0.4917765259742737
claude-3-haiku-20240307,all,2,numeric,noisy_or,3,,lr0p1,b9d11e7f38aff89b2fada12edff21faac3353cfd9ef7a6d408d1c48b8e9fb983,b9d11e7f38af,e521a0bb0469a69a1f21bd541c6dc1f408d23b706e0b33ea27816e069246d388,e521a0bb0469,0.5799440140446059,0.5799440140446059,0.7419669602869006,0.10635080003429115,0.15438534319400787,-791.0058972570554,-780.5639804870294,0.13569276463663718,,0.3533433675765991,0.5734700560569763,0.5734700560569763,0.6576429605484009,0.6576429605484009
gpt-3.5-turbo,all,2,numeric,noisy_or,3,,lr0p1,05bddbfa9881bbcd06fc3d7ee280befa8ff9fa509a3b9656015c64dc93c6f5b1,05bddbfa9881,c34010aaafa95910ce35a544725988959ce81d9ad858533b6179bd4d895e6ca1,c34010aaafa9,0.5662203000457567,0.5662203000457567,0.7514292470174262,0.051824590252688534,0.08861588686704636,-1058.4679869147526,-1048.0260701447266,0.06846135257141153,,0.6113230586051941,0.43480241298675537,0.43480241298675537,0.7339614629745483,0.7339614629745483
gpt-5-mini-v_low-r_minimal,all,2,numeric,noisy_or,4,,lr0p1,72d323d2f63a3329ebf6e98a8d3cf5ee1a6983212240848c7c5be7b7391399dc,72d323d2f63a,86bab99394107f653dd28e8723d37b520d270c203c74fa71334ecd6085fa7080,86bab9939410,0.47035448053109896,0.47035448053109896,0.9349027803747916,0.05066111411459672,0.10561811178922653,-937.596395541108,-923.67383984774,0.14450609587042332,,0.19692271947860718,0.2783103287220001,0.6736076474189758,0.45308932662010193,0.45308932662010193
gpt-5-nano-v_low-r_minimal,all,2,numeric,noisy_or,3,,lr0p1,04c5bb4db7414ffde0129f2baf13a6a6d1e3ae9c2b5fdfdd66fb8517e40871ff,04c5bb4db741,16efdd7cef96e5cf12d4b04c23363feea27077128f4e1397904e4cc1d269e1db,16efdd7cef96,0.4683744077918224,0.4683744077918224,0.6968676397873734,0.05398729394878506,0.14204859733581543,-774.0371889537868,-763.5952721837608,0.07149544090805314,,0.4749223589897156,0.2252853512763977,0.2252853512763977,0.498694509267807,0.498694509267807
gemini-2.5-flash-lite,all,2,numeric,noisy_or,3,,lr0p1,7b827df69b84e7d377c606a721ebe8376a6a047e5ba3b90449b3c0eaac4a9ebb,7b827df69b84,6e836f715494a1ba32352b22d4121a7b73ed2599c98159f620642133a449ee3e,6e836f715494,0.2769692163162246,0.2769692163162246,0.6210650493564904,0.13522028242554088,0.2050158977508545,-620.6684263615473,-610.2265095915213,0.1867832384223496,,0.5388131141662598,0.4142223000526428,0.4142223000526428,0.4632459580898285,0.4632459580898285
