agent,domain,version,prompt_category,link,params_tying,learning_rate,lr_subdir,spec_hash,short_spec_hash,group_hash,short_group_hash,loocv_r2,cv_r2,r2_task,rmse_task,mae,aic,bic,loocv_rmse,loocv_mae,b,m1,m2,pC1,pC2
claude-3-opus,all,1,numeric,noisy_or,3,,lr0p1,31c24d62c50a2c65e9474b63ddd56a977aa4835e6cc2634e092c78a0e7e16e05,31c24d62c50a,731e0ba2281bc7be95e943eaa4ae225e59089549b6805f964ff1cd41554642f1,731e0ba2281b,0.9381813113854052,0.9381813113854052,0.9595317256453855,0.04873596582984919,0.11189557611942291,-853.2239548992027,-842.7820381291767,0.060235445722049474,,0.24557355046272278,0.6690630316734314,0.6690630316734314,0.48271000385284424,0.48271000385284424
gpt-4,all,1,numeric,noisy_or,3,,lr0p1,e2d33ea5f47eacc8e724025371172b52a5bbd7d79c03dad520185b5c5b95f0b8,e2d33ea5f47e,d197addc37e839e5c34ec6c4c1cfb3ab3821a9f237b5d82ed81b8ec06d3c74c6,d197addc37e8,0.9293603416223847,0.9293603416223847,0.9609488656522958,0.06243046774021158,0.12781654298305511,-824.1377093096169,-813.6957925395909,0.08396611454142927,,0.07563996315002441,0.8118817806243896,0.8118817806243896,0.47016042470932007,0.47016042470932007
o3-mini,all,1,numeric,noisy_or,3,,lr0p1,6016c62d1dc6590175a2c0cfec23019e2a7aba9e6dda549ed00699136143e5e0,6016c62d1dc6,b6d1dd55a154165d3aa75da6568d8ad769e2d775f9952598f026000d931afe60,b6d1dd55a154,0.9289937751138316,0.9289937751138316,0.9760910770520753,0.05603124097492487,0.11014603078365326,-923.6934361693433,-913.2515193993173,0.0965602645349857,,0.024889584630727768,0.8483487367630005,0.8483487367630005,0.30553749203681946,0.30553749203681946
gpt-4.1,all,1,numeric,noisy_or,3,,lr0p1,a99f1ef70735a1c39672a9098a8d74760731ea7c633fdeb4ce988d89ce98d37d,a99f1ef70735,b77f05aa3386dcd88de8bb0771ced79e348e9f1d55b8072208b72bb4d1fc5a31,b77f05aa3386,0.9273649643220236,0.9273649643220236,0.9702388264591303,0.05933117974221421,0.08468998223543167,-962.9579087217872,-952.5791521793548,0.09268960574539079,,0.18131090700626373,0.9440722465515137,0.9440722465515137,0.46177417039871216,0.46177417039871216
gpt-4.1-mini,all,1,numeric,noisy_or,3,,lr0p1,101ba66b82529b9e48e65c1abe21b428758ab394c1a20d7e7a1df19cdb1614f7,101ba66b8252,c4a2b7be94da10d07e7a4a3ac10cdfe2a60249c1cdb21b322d03d27064af7c19,c4a2b7be94da,0.9026663226206668,0.9026663226206668,0.9413054814138717,0.0712908640757195,0.16649679839611053,-678.6668317231122,-668.2249149530862,0.09180507126297902,,0.11931605637073517,0.7502856254577637,0.7502856254577637,0.45212188363075256,0.45212188363075256
claude-3-7-sonnet-20250219,all,1,numeric,noisy_or,3,,lr0p1,46067b6a91b372f407e1d960d4bbfe1ce4733ab160b504be736cbc4c574066fc,46067b6a91b3,0199522bf185ae115f823dc31cdb7bcc6b9fafec744968f2f2c15c5581357d20,0199522bf185,0.8960499657457792,0.8960499657457792,0.9518880559101778,0.07867373424968054,0.0947439968585968,-929.2311714848847,-918.7892547148588,0.11564200951280519,,0.006318635307252407,0.8470762372016907,0.8470762372016907,0.44189944863319397,0.44189944863319397
gpt-5-v_low-r_minimal,all,1,numeric,noisy_or,3,,lr0p1,37f14866d7a47a4dae348a386c5f1268ba736c3185378f301be4b8d42ae75d90,37f14866d7a4,151aff4859c5cad8f630afedd0551b429d4793568ad0d430d9effabd41153cef,151aff4859c5,0.8950784666592579,0.8950784666592579,0.970692119203477,0.05560964134929082,0.10368701815605164,-922.7040288398384,-912.2621120698125,0.10521803825542535,,0.2466268539428711,0.9094983339309692,0.9094983339309692,0.45959627628326416,0.45959627628326416
gemini-1.5-pro,all,1,numeric,noisy_or,4,,lr0p1,c1f8a7d15b1e8a6807209f632cb9bfab9c346ec6f9c3754e041196c28f08cceb,c1f8a7d15b1e,4e82de03e589e93fe055c64c2150f1ac9774f297db1e9967f1048b6ecab98918,4e82de03e589,0.883173602887407,0.883173602887407,0.9626588717569046,0.055495383828515196,0.14305543899536133,-726.8391428970768,-712.9165872037089,0.09815979286966812,,0.22467029094696045,0.8466266393661499,0.6216525435447693,0.47717204689979553,0.47717204689979553
gpt-5-mini-v_low-r_minimal,all,1,numeric,noisy_or,3,,lr0p1,f0d77c2d538eed01edd131566ba09660a0fc904ce0900fd5f5edc17e4d776618,f0d77c2d538e,f1b5ac06aae44a0f10a79dc6a8638388e17a92c0331fcb461b86790d2143c50f,f1b5ac06aae4,0.8680988913374854,0.8680988913374854,0.9534345881464844,0.04652113615157175,0.1187485083937645,-863.6277503912023,-853.1858336211764,0.0782965834076332,,0.3523860573768616,0.5924845933914185,0.5924845933914185,0.44467419385910034,0.44467419385910034
claude-opus-4-1-20250805,all,1,numeric,noisy_or,4,,lr0p1,6da9bee040a6493559372a8377af207de39572a268a1fcd5a72779338d364c0a,6da9bee040a6,e18728ae94770681cd70c5f66979a65a2d76a93cf36153be6135c7a4b8920f7e,e18728ae9477,0.8575142825915314,0.8575142825915314,0.9603641980032414,0.06886556153042989,0.08077912777662277,-222.11805320114206,-214.0887204602122,0.1305701595117901,,0.1144716888666153,0.9908267855644226,0.6927023530006409,0.44350120425224304,0.44350120425224304
claude-sonnet-4-20250514,all,1,numeric,noisy_or,3,,lr0p1,4f63e17bc2c71514ac15eeffe7a4e9ad74194dae2e7243bacb5d318b638cb922,4f63e17bc2c7,e82c4aa2b4507c72c55a077e677f641e43bc1c7487ded0671f4bf24b3aee7e04,e82c4aa2b450,0.8414956336657243,0.8414956336657243,0.9305209918384579,0.07732674497613365,0.1155659630894661,-879.5070673415903,-869.0651505715643,0.11679480859385213,,0.1756664216518402,0.7510685324668884,0.7510685324668884,0.4206754267215729,0.4206754267215729
claude-opus-4-20250514,all,1,numeric,noisy_or,4,,lr0p1,a86e0602270b1ea9f10181f97ba132b82698dff7c52fd172e4f37ff8884d76c4,a86e0602270b,20744fc0ae69b6b44e8e87cb46bae9aed746ee30054ee101c0266d7f5f21bfbc,20744fc0ae69,0.7819750520419589,0.7819750520419589,0.9462462358493,0.0776215763451635,0.08337495476007462,-240.2191503770784,-231.90900060145552,0.15632596317570255,,0.1437913328409195,0.9832971096038818,0.6073949337005615,0.4109838902950287,0.4109838902950287
gemini-2.5-flash-lite,all,1,numeric,noisy_or,4,,lr0p1,f37ae9adab248ea0bc3578ff4b36fa417ce700b463704d4a7ec45a79965316f8,f37ae9adab24,036ff3a7f582a18ec2056be1cdd0b508f510bb6988046692bfedb763009108af,036ff3a7f582,0.5850666000870663,0.5850666000870663,0.8649675765625419,0.10644765024395629,0.18491588532924652,-646.8617163560875,-632.9726336614016,0.18659768242065192,,0.3582031726837158,0.8770085573196411,0.15439459681510925,0.42342624068260193,0.42342624068260193
claude-3-haiku-20240307,all,1,numeric,noisy_or,3,,lr0p1,ca777937bcbb766d7c75eeb696f69ad95450d16ec108a4dc8eca7abea2a7cb65,ca777937bcbb,e0592e6246bb7ca450ada2e929be20db5b1c4fe02da1653323f127c1f7397616,e0592e6246bb,0.4550470782360426,0.4550470782360426,0.7158093908303413,0.10171442894782824,0.2788377106189728,-550.9402832718779,-540.4983665018519,0.1408501119209534,,0.3276011049747467,0.47155430912971497,0.47155430912971497,0.7628799676895142,0.7628799676895142
claude-3-5-haiku-20241022,all,1,numeric,noisy_or,3,,lr0p1,b6d55ec2b9048c2e8596b3614a3bc3eb4d9bce90135a985208eb2f50d3dfc506,b6d55ec2b904,c623517519d9f7175dd4a6161d69a3106911bab8dd2cb48812ed27731d7be13e,c623517519d9,0.3651713312171304,0.3651713312171304,0.634294396084093,0.11958431438729207,0.2386930137872696,-584.5092104291557,-574.0672936591297,0.15755662739434045,,0.353731244802475,0.42131444811820984,0.42131444811820984,0.5724785923957825,0.5724785923957825
gpt-3.5-turbo,all,1,numeric,noisy_or,3,,lr0p1,db158b28cbcb9d5236f000a4f05e3b589380caa039d13e6e9335ea864df5556f,db158b28cbcb,02151cae615dc30fb25e053eb6e631215ec270c82a6f470ad9e052a2f2ef147a,02151cae615d,0.3418304248253202,0.3418304248253202,0.6129312836438788,0.04417301044482057,0.16828209161758423,-729.5596464189207,-719.1177296488947,0.05760124403384742,,0.6269569993019104,0.27385637164115906,0.27385637164115906,0.7149919867515564,0.7149919867515564
gpt-5-nano-v_low-r_minimal,all,1,numeric,noisy_or,3,,lr0p1,f7d9b0289cfdd744c34e148ed3c5b9afdb309fc53c65e5e50aeae1d3e332c274,f7d9b0289cfd,eebac10fca32024c39d8712fe047a3968ba6827a2d3a878d7c66349c54acd5f0,eebac10fca32,0.3404122946006961,0.3404122946006961,0.5907016311953335,0.0704667659582869,0.22084163129329681,-620.3230521200918,-609.8811353500658,0.08945417386173958,,0.37846818566322327,0.2896369695663452,0.2896369695663452,0.465809166431427,0.465809166431427
