agent,domain,version,prompt_category,link,params_tying,learning_rate,lr_subdir,spec_hash,short_spec_hash,group_hash,short_group_hash,loocv_r2,cv_r2,r2_task,rmse_task,mae,aic,bic,loocv_rmse,loocv_mae,b,m1,m2,pC1,pC2
gpt-5-nano-v_low-r_low,all,1,numeric,noisy_or,3,,lr0p1,06d47d5e0960969348941bf4945881115a66aa0968f53c6454081c4472ef1269,06d47d5e0960,ad1c17fbf0c59ef4986cec312e870c53805c97c567bd646c4faf8ae788b8e8d8,ad1c17fbf0c5,0.9545170177319613,0.9545170177319613,0.9782909145795269,0.03690346240586305,0.1024836078286171,-919.3001348511879,-908.8582180811619,0.05341593292200389,,0.17120540142059326,0.6688686609268188,0.6688686609268188,0.39191535115242004,0.39191535115242004
o3,all,1,numeric,noisy_or,3,,lr0p1,c9b300b2ae82c408d0ff6554df400c1f15a8369b97c506356460118e98de244b,c9b300b2ae82,145af5ece453b1fb1f15874d211906cdb55718f1349ffe11ceef1aaa81206962,145af5ece453,0.9455125416775587,0.9455125416775587,0.9764202693130962,0.046684539884434495,0.06701461225748062,-1175.7752405638794,-1165.3333237938534,0.07096626317572786,,0.09996668994426727,0.8218879699707031,0.8218879699707031,0.455820769071579,0.455820769071579
o1,all,1,numeric,noisy_or,3,,lr0p1,0ec92d95cd15cb04286558b024d0f383575aac754ad4b2220b74e67169b364dc,0ec92d95cd15,c6f936c2d83e70887b50346088231f98451fd904b5e08bd29c3fe0d245b81b28,c6f936c2d83e,0.942740135831489,0.942740135831489,0.9763522407969294,0.05628672226204478,0.06627168506383896,-1185.207316715229,-1174.765399945203,0.08758628755668625,,0.06749889254570007,0.9662187695503235,0.9662187695503235,0.43648627400398254,0.43648627400398254
claude-3-opus,all,1,numeric,noisy_or,3,,lr0p1,3079fea05b0c82dafcf2a0b4c938966d6f15f9dc8325e77383578124a3708520,3079fea05b0c,731e0ba2281bc7be95e943eaa4ae225e59089549b6805f964ff1cd41554642f1,731e0ba2281b,0.9381811496101005,0.9381811496101005,0.9595306754030635,0.048736598229459124,0.11189687252044678,-853.2239548992027,-842.7820381291767,0.06023552453803075,,0.2455848902463913,0.6690467000007629,0.6690467000007629,0.48270300030708313,0.48270300030708313
humans,all,1,single_numeric_response,noisy_or,3,,lr0p1,dbebd65ffd621fcce7102ea129f1c65013867488dc0c9956c57bc49d12180050,dbebd65ffd62,a5b82b921bff40bea3e37d66392284189620c4fd9ac1f43cf64ddeb6e0ee224e,a5b82b921bff,0.9367289435067083,0.9367289435067083,0.959229623893849,0.04531232473017774,0.09083722531795502,-1053.4862997199878,-1043.0443829499618,0.056447736042138985,,0.23898226022720337,0.6302152276039124,0.6302152276039124,0.528549313545227,0.528549313545227
gpt-4,all,1,numeric,noisy_or,3,,lr0p1,23d823b6f8f4bff100c4b3e9c5d3fcaab8dbe1c45272bfeea0f711bedd1e041a,23d823b6f8f4,d197addc37e839e5c34ec6c4c1cfb3ab3821a9f237b5d82ed81b8ec06d3c74c6,d197addc37e8,0.9293689190909511,0.9293689190909511,0.9609489792907909,0.06243037690405937,0.12781547009944916,-824.1377244645626,-813.6958076945366,0.08396101656538302,,0.07564054429531097,0.8118893504142761,0.8118893504142761,0.47015485167503357,0.47015485167503357
o3-mini,all,1,numeric,noisy_or,3,,lr0p1,e7cf02045b01dbb1de3bc0d1fe213ed2f2e5d6080bc0576b87d5a645aa2f5429,e7cf02045b01,b6d1dd55a154165d3aa75da6568d8ad769e2d775f9952598f026000d931afe60,b6d1dd55a154,0.9290004123159037,0.9290004123159037,0.9760910165874133,0.05603131182520774,0.11014918237924576,-923.6934591153166,-913.2515423452907,0.09655575151541496,,0.024888794869184494,0.8483301401138306,0.8483301401138306,0.30556052923202515,0.30556052923202515
gpt-4.1,all,1,numeric,noisy_or,3,,lr0p1,acad881199f55a8156fe97b368415bf520ad0faa4e2d0681db03cb7651191fed,acad881199f5,b77f05aa3386dcd88de8bb0771ced79e348e9f1d55b8072208b72bb4d1fc5a31,b77f05aa3386,0.9273598394145894,0.9273598394145894,0.9702423494983506,0.05932766791397142,0.0846961960196495,-962.9579234460663,-952.5791669036338,0.0926928756361971,,0.18126441538333893,0.9440627098083496,0.9440627098083496,0.4617493450641632,0.4617493450641632
gpt-4.1-mini,all,1,numeric,noisy_or,3,,lr0p1,84035f4258ee57f95a3fb54825fe79437da807c61e0ceab2c1faf002e6e40f5d,84035f4258ee,c4a2b7be94da10d07e7a4a3ac10cdfe2a60249c1cdb21b322d03d27064af7c19,c4a2b7be94da,0.9026650044330277,0.9026650044330277,0.9413062057827425,0.07129042416205056,0.16649821400642395,-678.6668317231122,-668.2249149530862,0.09180569291780433,,0.1193750649690628,0.750292181968689,0.750292181968689,0.45212695002555847,0.45212695002555847
claude-3-7-sonnet-20250219,all,1,numeric,noisy_or,3,,lr0p1,d9cdf938761ebf35a6e60864e1062bbfac3840ea7ddf2c4051795c4d9b11099b,d9cdf938761e,0199522bf185ae115f823dc31cdb7bcc6b9fafec744968f2f2c15c5581357d20,0199522bf185,0.896053739322612,0.896053739322612,0.9518880060173762,0.07867377504258619,0.09474849700927734,-929.2311949664665,-918.7892781964406,0.11563991048526955,,0.006326703354716301,0.8470723032951355,0.8470723032951355,0.4418841302394867,0.4418841302394867
gpt-5-v_low-r_minimal,all,1,numeric,noisy_or,3,,lr0p1,35219558b50e6db798dc231f33189e472bb9e399d0ec89c9a979fe95dc08930b,35219558b50e,151aff4859c5cad8f630afedd0551b429d4793568ad0d430d9effabd41153cef,151aff4859c5,0.8950208470987541,0.8950208470987541,0.9706899295757399,0.05561171864276341,0.103692926466465,-922.7039831366999,-912.2620663666739,0.10524692548575747,,0.24664756655693054,0.9094826579093933,0.9094826579093933,0.4595761299133301,0.4595761299133301
gemini-1.5-pro,all,1,numeric,noisy_or,4,,lr0p1,eb626d7f9944add51a8c2f0c3a238715a1327f603a546ceff377f4e244e7819d,eb626d7f9944,4e82de03e589e93fe055c64c2150f1ac9774f297db1e9967f1048b6ecab98918,4e82de03e589,0.8831279294785772,0.8831279294785772,0.9626589932422088,0.05549529355434045,0.1430526077747345,-726.8391225202837,-712.9165668269158,0.09817897883431219,,0.22465863823890686,0.8466379046440125,0.6216639876365662,0.47718799114227295,0.47718799114227295
gpt-5-mini-v_low-r_minimal,all,1,numeric,noisy_or,3,,lr0p1,acc8548329eb5806a17cd3b87d9d57c31086435dc45b3641c82cc46df216f3ca,acc8548329eb,f1b5ac06aae44a0f10a79dc6a8638388e17a92c0331fcb461b86790d2143c50f,f1b5ac06aae4,0.8681246863722859,0.8681246863722859,0.953435937214561,0.046520462254018395,0.11874529719352722,-863.6277503912023,-853.1858336211764,0.0782889270586193,,0.3523816764354706,0.5924959778785706,0.5924959778785706,0.4447237551212311,0.4447237551212311
claude-opus-4-1-20250805,all,1,numeric,noisy_or,4,,lr0p1,dbb5be857ab97ed397ee022fd25391726179c27ab92fa5a3e069166aef317382,dbb5be857ab9,e18728ae94770681cd70c5f66979a65a2d76a93cf36153be6135c7a4b8920f7e,e18728ae9477,0.8576039343450499,0.8576039343450499,0.9603647684731259,0.06886506594476853,0.08077580481767654,-222.11806102431387,-214.088728283384,0.13052907579521222,,0.1144387423992157,0.9908333420753479,0.6926922798156738,0.4434927999973297,0.4434927999973297
claude-sonnet-4-20250514,all,1,numeric,noisy_or,3,,lr0p1,560818f2fe9738c9f830c28dd911679977b4f43bcb680ecde30ecac324e57621,560818f2fe97,e82c4aa2b4507c72c55a077e677f641e43bc1c7487ded0671f4bf24b3aee7e04,e82c4aa2b450,0.8415000990161208,0.8415000990161208,0.9305207462183664,0.07732688165759968,0.11556640267372131,-879.5070482541125,-869.0651314840866,0.11679316342334332,,0.17566853761672974,0.7510606050491333,0.7510606050491333,0.42067280411720276,0.42067280411720276
claude-opus-4-20250514,all,1,numeric,noisy_or,4,,lr0p1,1aca13024e9e797ba48a2a5b48f262a696eef5754fb537dbcb7f56f4cd243a58,1aca13024e9e,20744fc0ae69b6b44e8e87cb46bae9aed746ee30054ee101c0266d7f5f21bfbc,20744fc0ae69,0.7819780733057424,0.7819780733057424,0.9462474948622547,0.07762066731912624,0.0833824947476387,-240.21914637392481,-231.90899659830194,0.15632488003450332,,0.14379166066646576,0.9832600951194763,0.6074169874191284,0.4109964370727539,0.4109964370727539
gemini-2.5-flash-lite,all,1,numeric,noisy_or,4,,lr0p1,447317dc4a5e511fc58aedcfc6432895f614a5f236babbb613a349885d3184b0,447317dc4a5e,036ff3a7f582a18ec2056be1cdd0b508f510bb6988046692bfedb763009108af,036ff3a7f582,0.5851883707369656,0.5851883707369656,0.8649610585891938,0.10645021931054463,0.18492232263088226,-646.8617163560875,-632.9726336614016,0.18657029996798036,,0.3582232594490051,0.8769707083702087,0.15431629121303558,0.42341700196266174,0.42341700196266174
claude-3-haiku-20240307,all,1,numeric,noisy_or,3,,lr0p1,b9d11e7f38aff89b2fada12edff21faac3353cfd9ef7a6d408d1c48b8e9fb983,b9d11e7f38af,e0592e6246bb7ca450ada2e929be20db5b1c4fe02da1653323f127c1f7397616,e0592e6246bb,0.45523605148245394,0.45523605148245394,0.7158035510260254,0.10171547400225749,0.2788376212120056,-550.9402832718779,-540.4983665018519,0.1408256885169041,,0.3276616632938385,0.4715481698513031,0.4715481698513031,0.7628747820854187,0.7628747820854187
claude-3-5-haiku-20241022,all,1,numeric,noisy_or,3,,lr0p1,e5a6ea1048c4a2b28532e1bbc5cdbf97818dd1e4172fac6501bd325d049d0e36,e5a6ea1048c4,c623517519d9f7175dd4a6161d69a3106911bab8dd2cb48812ed27731d7be13e,c623517519d9,0.36526015781604937,0.36526015781604937,0.6342936491191264,0.11958443651455347,0.23869337141513824,-584.5092104291557,-574.0672936591297,0.1575456041768714,,0.35375601053237915,0.421314001083374,0.421314001083374,0.5724814534187317,0.5724814534187317
gpt-3.5-turbo,all,1,numeric,noisy_or,3,,lr0p1,05bddbfa9881bbcd06fc3d7ee280befa8ff9fa509a3b9656015c64dc93c6f5b1,05bddbfa9881,02151cae615dc30fb25e053eb6e631215ec270c82a6f470ad9e052a2f2ef147a,02151cae615d,0.3417509527149456,0.3417509527149456,0.6129279554352174,0.044173200355130705,0.1682819426059723,-729.5596464189207,-719.1177296488947,0.05760472152233878,,0.626952052116394,0.27385786175727844,0.27385786175727844,0.7149937748908997,0.7149937748908997
gpt-5-nano-v_low-r_minimal,all,1,numeric,noisy_or,3,,lr0p1,04c5bb4db7414ffde0129f2baf13a6a6d1e3ae9c2b5fdfdd66fb8517e40871ff,04c5bb4db741,eebac10fca32024c39d8712fe047a3968ba6827a2d3a878d7c66349c54acd5f0,eebac10fca32,0.34075675189061294,0.34075675189061294,0.5906843487839112,0.07046825365391234,0.22084595263004303,-620.3230521200918,-609.8811353500658,0.08943081293036162,,0.37843915820121765,0.2896774709224701,0.2896774709224701,0.4657811224460602,0.4657811224460602
