id;response;reasoning_effort;verbosity;prompt_category;content_category;graph;domain;task;cntbl_cond;subject;temperature
71;Message(id='msg_0183RJ4wzBqh88HW1rwMMBQh', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;f;pmm;claude-opus-4-20250514;0.0
72;Message(id='msg_011xnp7rVa7UU43DsdXFHxFG', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;f;pmm;claude-opus-4-20250514;0.0
73;<response><likelihood>0</likelihood><confidence>95</confidence></response>;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;g;pmm;claude-opus-4-20250514;0.0
74;Message(id='msg_014xm3mH2pQLEzCfU3kuWULU', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=978, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;g;pmm;claude-opus-4-20250514;0.0
75;Message(id='msg_01Hf8sf6uQDjeCvVwfQFJ1WV', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;h;pmm;claude-opus-4-20250514;0.0
76;<response><likelihood>0</likelihood><confidence>95</confidence></response>;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;h;pmm;claude-opus-4-20250514;0.0
77;Message(id='msg_01ShuLvCnRE1SscoG7bFyXJW', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;i;pmm;claude-opus-4-20250514;0.0
78;Message(id='msg_017V9bZTM8SE7TyJ6PUgpNNx', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;j;pmm;claude-opus-4-20250514;0.0
79;Message(id='msg_019up9fQSMBSLNYqYgc5uigz', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;j;pmm;claude-opus-4-20250514;0.0
80;Message(id='msg_01VqcNb5JW8Ab6xXSpHSgWtE', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;k;pmm;claude-opus-4-20250514;0.0
101;Message(id='msg_015iPWQwKY6pyx1vA4B8G9T3', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;a;mpm;claude-opus-4-20250514;0.0
102;Message(id='msg_01EpeB4Y7SqKiLZYyPAi1fzX', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;a;mpm;claude-opus-4-20250514;0.0
103;<response><likelihood>50</likelihood><confidence>75</confidence></response>;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;b;mpm;claude-opus-4-20250514;0.0
104;<response><likelihood>50</likelihood><confidence>75</confidence></response>;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;b;mpm;claude-opus-4-20250514;0.0
105;Message(id='msg_01SHLgMz3cD7kzGLD1gWuVav', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;c;mpm;claude-opus-4-20250514;0.0
106;Message(id='msg_01NXmzLttUNJDjqUxa7qHftV', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;c;mpm;claude-opus-4-20250514;0.0
107;<response><likelihood>50</likelihood><confidence>75</confidence></response>;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;d;mpm;claude-opus-4-20250514;0.0
108;<response><likelihood>50;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;d;mpm;claude-opus-4-20250514;0.0
109;<response><likelihood>50;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;e;mpm;claude-opus-4-20250514;0.0
110;Message(id='msg_013tgryMjUD6StYhZsWkPw5F', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=978, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;e;mpm;claude-opus-4-20250514;0.0
111;Message(id='msg_01SUuRZ3L713i4wuZSy5i2wv', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;f;mpm;claude-opus-4-20250514;0.0
112;Message(id='msg_01WrPs8QGEdG5swq7pTqv1jE', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;f;mpm;claude-opus-4-20250514;0.0
113;<response><likelihood>0</likelihood><confidence>95</confidence></response>;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;g;mpm;claude-opus-4-20250514;0.0
114;Message(id='msg_01H7CiPgHuNrEMFLWRRfuVuC', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=977, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;g;mpm;claude-opus-4-20250514;0.0
115;Message(id='msg_017PJWZZxgU4iRNki5hXWMeQ', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;h;mpm;claude-opus-4-20250514;0.0
116;Message(id='msg_01RWgXK7zDkua5XcQPbyceCp', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;h;mpm;claude-opus-4-20250514;0.0
117;Message(id='msg_01CvKFQiS3BA1gxwhVMtEKQe', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;i;mpm;claude-opus-4-20250514;0.0
118;Message(id='msg_01PAMntgQHNtGNWLdpK8d7f7', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;j;mpm;claude-opus-4-20250514;0.0
119;Message(id='msg_01Eg6c2HT7kVG3WfKP2Vce8o', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;j;mpm;claude-opus-4-20250514;0.0
120;Message(id='msg_01RaLJKhyXZFHiqyUUNCSXQE', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=989, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;k;mpm;claude-opus-4-20250514;0.0
121;Message(id='msg_01Je4HzKTGWELjymWQfNWS1d', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;a;mmp;claude-opus-4-20250514;0.0
122;Message(id='msg_01UwCrDYySTv1r1KWkdb29Pt', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;a;mmp;claude-opus-4-20250514;0.0
123;<response><likelihood>50</likelihood><confidence>75</confidence></response>;N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;b;mmp;claude-opus-4-20250514;0.0
124;Message(id='msg_01GUY4xnKyTCp4sXCqAS36Fo', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=978, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;b;mmp;claude-opus-4-20250514;0.0
125;Message(id='msg_01XJhQRhcjvWZYk7xKp1sP8r', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;c;mmp;claude-opus-4-20250514;0.0
126;Message(id='msg_01KV1Db64imDw7CGxa7okuAh', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=990, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;c;mmp;claude-opus-4-20250514;0.0
127;Message(id='msg_017u5obowDnMkjUxZn3trHCZ', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=979, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;d;mmp;claude-opus-4-20250514;0.0
128;Message(id='msg_01L1vjNDZg4aBizJzg2dSHoC', content=[], model='claude-opus-4-20250514', role='assistant', stop_reason='refusal', stop_sequence=None, type='message', usage=Usage(cache_creation_input_tokens=0, cache_read_input_tokens=0, input_tokens=979, output_tokens=6, server_tool_use=None, service_tier='standard', cache_creation={'ephemeral_5m_input_tokens': 0, 'ephemeral_1h_input_tokens': 0}));N/A;N/A;numeric-conf;unspecified;collider;abs_all_10_overloaded_de;d;mmp;claude-opus-4-20250514;0.0
